message_id,message_url,message,emojis,date,user_id
"9,31110455636001E+017",https://twitter.com/olcalsace/status/931110455636000769,Concours de chant d'#Stìmme : 's geht wìdder los ! :  https://t.co/f6MOU0A2WJ avec @BleuElsass  https://t.co/58RQeNJLTe,🎤,2017-11-16 11:43:26,348429557
"1,13335757616545E+018",https://twitter.com/olcalsace/status/1133357576165449728,Ce week-end l'#OLCA sera place de la République à #Selestat pour #SlowUp ! Il fera beau et chaud n'oubliez pas d'Veloflàsch et la Sùnnkrem ! https://t.co/DkaAKJOzkZ,👉🚲🌄🥤🌞,2019-05-28 15:01:17,348429557
"1,14163074325859E+018",https://twitter.com/olcalsace/status/1141630743258587136,"Nìt Vergesse ! Cet après-midi aura lieu le Showcase de Charlotte Vix gagnante du concours de chant en #platt et en #alsacien d'#Stimme ! Ce jeudi 20 Juin 2019 à la boutique #Orange, Place Kléber à #Strasbourg ! On sera en live sur notre page Facebook !‼️  https://t.co/kXDFovykLN",🎤🎶📡,2019-06-20 10:55:54,348429557
"1,14462889160629E+018",https://twitter.com/olcalsace/status/1144628891606290432,"C'est l'été mais il flotte encore un air de #printemps...Es blost noch e Frìehjorslìftele Merci à tous les artistes et intervenants, à nos partenaires, et bien sûr à vous tous, wie mìtgemàcht hàn ! #friehjohr2019 #Strasbourg  https://t.co/OZaHeg4S8X",🌞😎🌸🌺👏,2019-06-28 17:29:28,348429557
"1,3058494577335E+018",https://twitter.com/olcalsace/status/1305849457733496832,Découvrez dès à présent le teaser du Bas-Rhin de “Wàs hesch ìm Schìld ?” ou “À côté de la plaque !” À partir du vendredi 18 septembre à 19h25 sur Alsace20 !  https://t.co/XhK4BMKAIY,⏰,2020-09-15 14:42:26,348429557
"1,31634676619171E+018",https://twitter.com/olcalsace/status/1316346766191714304,"Zitt sìch ze àmüsìere ! C'est bientôt #Halloween On vous a préparé un tout nouveau #Feriespass pour occuper vos enfants pendant les #Vacances, en #alsacien ! Version N&amp;B :  https://t.co/ddMcuoXZTy Version Couleurs :  https://t.co/WYfO4tcDE2 #elsassischischbombisch  https://t.co/2T1IfIKKyK",🎃🎃🎃➡️➡️,2020-10-14 13:55:00,348429557
"1,3196384560883E+018",https://twitter.com/olcalsace/status/1319638456088301568,"'s ìsch wìdder Zitt sìch ze àmüsìere !  L'#OLCA vous propose un petit jeu de mémoire sur les animaux, avec du vocabulaire en alsacien. Il est disponible en téléchargement sur notre plateforme #lehre ️ Télécharger le Memory :  https://t.co/BjxFYR1LCd  #elsassischischbombisch  https://t.co/GlOsMttQwk",➡️,2020-10-23 15:55:00,348429557
"1,32249352616107E+018",https://twitter.com/olcalsace/status/1322493526161068033,"Hàn ìhr’s gewìsst ? Ìm Elsàss ware tràditionnel ke Kìrbse üssgehéhlt, àwwer Rüewe ! En #Alsace, traditionnellement, on creuse des #Betteraves, pas des #Citrouilles pour #Halloween  ! Et vous, vous préférez quoi ?! #elsassischischbombisch #Halloween2020 https://t.co/ynLaxy2pIX",🎃🎃🎃,2020-10-31 12:00:02,348429557
"1,3392225003292E+018",https://twitter.com/olcalsace/status/1339222500329197569,"Erlawe ’s Wihnàchtswùnder mìtem néje Feriespàss! Le nouveau cahier d'activités pour enfants spécial ""Rennes de Noël"" est dispo sur notre plateforme #Lehre ! En NB :  https://t.co/BFylPhgesx En couleur :  https://t.co/7JwARhJDWK #Noel2020 #Xmas #elsassischischbombisch  https://t.co/496cOiwR5p",🎅➡️➡,2020-12-16 15:55:00,348429557
"1,33998424663568E+018",https://twitter.com/olcalsace/status/1339984246635683841,"'s ìsch bàl Wihnàchte! Et pour l'occasion, l'#OLCA vous propose pas moins de 7 recettes pour rendre votre Noël plus gourmand ! https://t.co/hZzCAM0rUj Laquelle allez-vous tester ?! #Noel2020 #xmas2020 #elsassischischbombisch  https://t.co/FHG4a3Eob2",🎅➡️,2020-12-18 18:21:54,348429557
